,index,featureImportance
8637,smack,-11.69085
8651,smoker,-11.69085
8977,sublime,-11.69085
7207,oasis,-11.69085
2267,Plan,-11.69085
176,3pm,-11.69085
2291,Portion,-11.69085
9892,wire,-11.69085
2296,Pot,-11.69085
2324,Punch,-11.69085
161,30th,-11.69085
2356,Ranch,-11.69085
2364,Ray,-11.69085
4789,definately,-11.69085
2365,Rd,-11.69085
5700,furnish,-11.69085
5704,fuss,-11.69085
2971,Victoria,-11.69085
124,23,-11.69085
7610,pizzeria,-11.69085
2839,Tire,-11.69085
2571,Silver,-11.69085
8850,stale,-11.69085
2609,Soooo,-11.69085
2636,Sports,-11.69085
5793,goals,-11.69085
7937,rancheros,-11.69085
2214,Peanut,-11.69085
8990,subway,-11.69085
8608,slap,-11.69085
2104,Oil,-11.69085
3495,artichokes,-11.69085
5502,filter,-11.69085
4817,demeanor,-11.69085
7028,mountains,-11.69085
3426,apartments,-11.69085
6303,inner,-11.69085
295,9pm,-11.69085
4842,descriptions,-11.69085
1883,Max,-11.69085
1899,Medium,-11.69085
7050,munch,-11.69085
1919,Miami,-11.69085
7735,precious,-11.69085
1927,Might,-11.69085
1940,Mint,-11.69085
6977,moderately,-11.69085
9081,swiss,-11.69085
1968,Moroccan,-11.69085
1971,Mostly,-11.69085
9073,sweetheart,-11.69085
1984,Mt,-11.69085
2018,Nail,-11.69085
2035,Nevertheless,-11.69085
8588,sizzle,-11.69085
9031,supper,-11.69085
6140,huevos,-11.69085
3150,Yesterday,-11.69085
5335,execution,-11.69085
3560,attractions,-11.69085
4244,chow,-11.69085
545,Beignets,-11.69085
4116,category,-11.69085
7353,overflow,-11.69085
7886,qualify,-11.69085
6864,medicine,-11.69085
7351,overdo,-11.69085
9676,vendor,-11.69085
1177,Fall,-11.69085
950,Daniel,-11.69085
4466,confusion,-11.69085
4249,chunky,-11.69085
5121,easiest,-11.69085
6577,leftover,-11.69085
4043,calzone,-11.69085
642,Bros,-11.69085
9604,upfront,-11.69085
1191,Father,-11.69085
4036,caliber,-11.69085
7332,outlet,-11.69085
4593,cram,-11.69085
4100,carve,-11.69085
7824,promote,-11.69085
714,Cakes,-11.69085
592,Bobby,-11.69085
6758,maker,-11.69085
6894,mere,-11.69085
4346,collar,-11.69085
6706,low-key,-11.69085
8285,safely,-11.69085
7807,production,-11.69085
500,Bad,-11.725942
4379,commitment,-11.725942
7258,ole,-11.725942
852,Comes,-11.725942
9428,trial,-11.725942
1642,Juicy,-11.725942
5021,dope,-11.725942
2182,Palm,-11.725942
2738,TJ,-11.725942
7436,partial,-11.725942
8943,strictly,-11.725942
1511,Hurricane,-11.725942
9575,unpretentious,-11.725942
8168,retire,-11.725942
3653,barbershop,-11.725942
4144,century,-11.725942
6716,luggage,-11.725942
6421,jersey,-11.725942
8697,sofa,-11.725942
350,African,-11.725942
6780,mani/pedi,-11.725942
801,Choice,-11.725942
7697,portobello,-11.725942
7758,presence,-11.725942
3584,avid,-11.725942
5188,emphasis,-11.725942
349,Affordable,-11.725942
3056,Welcome,-11.725942
9530,underwhelming,-11.725942
6132,hr,-11.725942
9451,truth,-11.725942
2101,Often,-11.725942
7722,ppl,-11.725942
1812,MD,-11.725942
899,Creative,-11.725942
3258,admire,-11.725942
7533,permit,-11.725942
4307,cloud,-11.725942
5540,flare,-11.725942
5541,flash,-11.725942
4851,desperate,-11.725942
3497,artificial,-11.725942
1955,Mondays,-11.725942
7729,prawn,-11.725942
6932,mill,-11.725942
7910,quirky,-11.725942
3301,agent,-11.725942
3325,aisles,-11.725942
1900,Megan,-11.725942
9793,waterfront,-11.725942
9779,warmth,-11.725942
3242,addiction,-11.725942
2033,Nevada,-11.725942
8601,skinny,-11.725942
1033,Doylestown,-11.725942
6920,mighty,-11.725942
3478,argue,-11.725942
513,Banh,-11.725942
3469,aquarium,-11.725942
980,Deluxe,-11.725942
3169,a.m,-11.725942
8029,refund,-11.725942
3448,application,-11.725942
7334,outrageous,-11.725942
3434,apparent,-11.725942
526,Bass,-11.725942
7055,museums,-11.725942
4318,co-worker,-11.725942
3672,basics,-11.725942
5447,faves,-11.725942
4767,decoration,-11.725942
3824,boast,-11.725942
2587,Smith,-11.725942
1360,Grille,-11.725942
4989,divey,-11.725942
4537,cordial,-11.725942
671,Busy,-11.725942
399,Animal,-11.725942
2514,Scallops,-11.725942
6483,kitty,-11.725942
8426,semi,-11.725942
6478,kiss,-11.725942
126,24/7,-11.725942
727,Cant,-11.725942
2885,Truck,-11.725942
2445,Ruth,-11.725942
1116,Enterprise,-11.725942
5961,harbor,-11.725942
1114,Enough,-11.725942
6514,lamp,-11.725942
5076,drug,-11.725942
2605,Sonoran,-11.725942
5836,grant,-11.725942
1217,Fishers,-11.725942
1237,Forget,-11.725942
2714,Susan,-11.725942
7645,plum,-11.725942
1254,Fred,-11.725942
627,Brewing,-11.725942
7177,nostalgia,-11.725942
5838,grapefruit,-11.725942
7242,offices,-11.725942
651,Bryn,-11.725942
409,Anytime,-11.725942
5141,educational,-11.725942
1315,Giant,-11.725942
3927,brow,-11.725942
1176,Falafel,-11.725942
2668,Stephen,-11.725942
6621,lifestyle,-11.725942
1935,Mimi,-11.725942
745,Casa,-11.725942
7253,ol,-11.725942
1473,Holiday,-11.725942
3724,behavior,-11.725942
1474,Holly,-11.725942
1097,Elite,-11.725942
2422,Rocky,-11.725942
1475,Hollywood,-11.725942
8917,stout,-11.725942
2967,Verde,-11.725942
751,Casual,-11.725942
7000,monster,-11.725942
1109,Ended,-11.725942
753,Catfish,-11.725942
1991,Mussels,-11.762309
2778,Ted,-11.762309
2653,Start,-11.762309
2651,Starr,-11.762309
4283,cleanse,-11.762309
9904,wiz,-11.762309
6876,melty,-11.762309
2011,NOW,-11.762309
2023,Natalie,-11.762309
8101,rep,-11.762309
7589,pin,-11.762309
4555,cotton,-11.762309
8934,stream,-11.762309
8777,speakers,-11.762309
6005,heaters,-11.762309
2385,Reservations,-11.762309
6203,immaculate,-11.762309
4589,cracker,-11.762309
786,Chestnut,-11.762309
8174,reuben,-11.762309
7932,raisin,-11.762309
7591,pine,-11.762309
1969,Moscow,-11.762309
7522,performances,-11.762309
636,Brittany,-11.762309
923,DC,-11.762309
2984,Vodka,-11.762309
2382,Remember,-11.762309
2670,Steven,-11.762309
5964,hardest,-11.762309
8580,sit-down,-11.762309
2904,Typically,-11.762309
2486,Salads,-11.762309
2934,United,-11.762309
5158,el,-11.762309
8603,skirt,-11.762309
822,Clayton,-11.762309
2433,Ross,-11.762309
6126,house-made,-11.762309
6116,hotdog,-11.762309
4892,difficulty,-11.762309
7572,pick-up,-11.762309
2911,UPDATE,-11.762309
586,Blueberry,-11.762309
7117,nephew,-11.762309
3113,Working,-11.762309
7914,r,-11.762309
587,Blues,-11.762309
7264,omelettes,-11.762309
2429,Rooster,-11.762309
7598,pipe,-11.762309
685,CASH,-11.762309
2078,ON,-11.762309
3215,accustom,-11.762309
6804,marrow,-11.762309
805,Chorizo,-11.762309
9810,weddings,-11.762309
2579,Six,-11.762309
3190,acai,-11.762309
893,Craft,-11.762309
9654,variations,-11.762309
6142,hug,-11.762309
3033,Wanted,-11.762309
9546,unhappy,-11.762309
5007,dolphins,-11.762309
9493,umbrellas,-11.762309
9955,yards,-11.762309
9027,supermarket,-11.762309
8755,southwest,-11.762309
5932,halibut,-11.762309
1212,Fire,-11.762309
7891,quarantine,-11.762309
9276,thousand,-11.762309
415,Appetizers,-11.762309
6695,lotion,-11.762309
1639,Juan,-11.762309
9756,waitlist,-11.762309
7745,premise,-11.762309
3961,bulgogi,-11.762309
9331,toffee,-11.762309
401,Anna,-11.762309
1340,Google,-11.762309
9147,tastefully,-11.762309
8345,scallion,-11.762309
4122,caution,-11.762309
3741,bend,-11.762309
9453,tso,-11.762309
1346,Grab,-11.762309
1643,Julie,-11.762309
3545,attack,-11.762309
1086,Ed,-11.762309
9171,technology,-11.762309
4206,chest,-11.762309
4788,defiantly,-11.762309
8428,senior,-11.762309
5055,dread,-11.762309
6517,landmark,-11.762309
1658,Kate,-11.762309
484,BMW,-11.762309
3718,beg,-11.762309
1500,Houston,-11.762309
3519,assemble,-11.762309
1268,Front,-11.762309
386,Americanized,-11.762309
1855,Maple,-11.762309
3356,alongside,-11.762309
4852,desperately,-11.762309
9296,tidy,-11.762309
532,Bean,-11.762309
5075,drown,-11.762309
1375,Guinness,-11.762309
4031,cage,-11.762309
1888,McDonald,-11.762309
5390,fab,-11.762309
7850,provider,-11.762309
4075,carbonara,-11.762309
1865,Mario,-11.762309
5386,eyebrow,-11.762309
1631,Jon,-11.762309
3677,baskets,-11.762309
1247,Fox,-11.762309
1194,February,-11.762309
951,Danielle,-11.762309
1632,Jones,-11.762309
1064,ER,-11.762309
9770,walnuts,-11.762309
2363,Raw,-11.80005
1148,Extra,-11.80005
1516,Hyde,-11.80005
1570,Iron,-11.80005
5172,elevators,-11.80005
2305,Pricey,-11.80005
7590,pinch,-11.80005
2818,Thomas,-11.80005
6637,linger,-11.80005
1526,IMO,-11.80005
598,Bon,-11.80005
9983,yours,-11.80005
8932,stray,-11.80005
4451,condo,-11.80005
8760,sp,-11.80005
8688,soccer,-11.80005
4674,curd,-11.80005
763,Chai,-11.80005
775,Cheddar,-11.80005
3654,bare,-11.80005
4450,conditioner,-11.80005
2351,RV,-11.80005
3699,beard,-11.80005
5983,hazelnut,-11.80005
2444,Russian,-11.80005
2899,Turns,-11.80005
1428,Harry,-11.80005
4104,cashew,-11.80005
9298,tier,-11.80005
5813,gouda,-11.80005
8744,sorta,-11.80005
7118,nerve,-11.80005
5396,facials,-11.80005
99,20-30,-11.80005
5391,fabric,-11.80005
9612,upside,-11.80005
2851,Tommy,-11.80005
4950,disgust,-11.80005
9620,urgent,-11.80005
6998,monitor,-11.80005
2441,Rum,-11.80005
7830,pronounce,-11.80005
8868,statement,-11.80005
4471,conscious,-11.80005
2551,Shake,-11.80005
8416,seitan,-11.80005
2956,Valet,-11.80005
7673,politely,-11.80005
5715,galore,-11.80005
740,Carol,-11.80005
6862,medication,-11.80005
2936,Unless,-11.80005
3762,bid,-11.80005
2834,Tin,-11.80005
2930,Under,-11.80005
2437,Royale,-11.80005
1133,Everybody,-11.80005
3617,badly,-11.80005
5658,friendlier,-11.80005
5278,ethnic,-11.80005
1758,Linda,-11.80005
6309,ins,-11.80005
6172,iPad,-11.80005
971,Deep,-11.80005
2045,Nissan,-11.80005
1185,Farmer,-11.80005
9148,tasteless,-11.80005
267,8/10,-11.80005
4317,co,-11.80005
7468,patiently,-11.80005
3922,broil,-11.80005
1333,Gold,-11.80005
512,Bang,-11.80005
9884,wineries,-11.80005
9173,tee,-11.80005
6979,modest,-11.80005
331,AZ,-11.80005
9186,tempeh,-11.80005
1959,Monica,-11.80005
7732,pre-made,-11.80005
294,9am,-11.80005
8535,shuck,-11.80005
8789,specify,-11.80005
6735,macaroons,-11.80005
8780,speciality,-11.80005
4302,closet,-11.80005
6302,inn,-11.80005
3337,alfredo,-11.80005
1848,Management,-11.80005
952,Danny,-11.80005
2753,Tables,-11.80005
1996,N'T,-11.80005
9061,swap,-11.80005
872,Cookies,-11.80005
6136,hub,-11.80005
1675,Killer,-11.80005
5478,fettuccine,-11.80005
2614,Sour,-11.80005
4397,comped,-11.80005
7313,orleans,-11.80005
611,Box,-11.80005
203,5-10,-11.80005
843,Cole,-11.80005
2243,Phil,-11.80005
8453,sever,-11.80005
4557,cough,-11.80005
815,Cindy,-11.80005
1618,Jewish,-11.80005
5885,growler,-11.80005
2281,Pollo,-11.80005
4778,deeply,-11.80005
809,Christian,-11.80005
8989,suburbs,-11.80005
106,2009,-11.80005
6373,invest,-11.80005
1667,Kennedy,-11.80005
8481,shark,-11.80005
6770,manageable,-11.80005
2189,Panera,-11.80005
6370,intrusive,-11.80005
3920,broad,-11.80005
575,Biscuits,-11.80005
1174,Fairmount,-11.80005
867,Considering,-11.80005
5892,guard,-11.839271
2657,States,-11.839271
6600,lentils,-11.839271
1235,Ford,-11.839271
6590,lemongrass,-11.839271
9358,tortas,-11.839271
9336,tolerable,-11.839271
1242,Foster,-11.839271
2501,Sangria,-11.839271
2515,School,-11.839271
2562,Show,-11.839271
9987,yr,-11.839271
5853,greater,-11.839271
1140,Exceptional,-11.839271
1249,France,-11.839271
926,DEFINITELY,-11.839271
6613,libations,-11.839271
2191,Papa,-11.839271
2146,Outdoor,-11.839271
2139,Oscar,-11.839271
1686,Kong,-11.839271
7078,naked,-11.839271
6677,log,-11.839271
1757,Limited,-11.839271
6155,hunger,-11.839271
6168,hygienist,-11.839271
558,Benny,-11.839271
894,Craig,-11.839271
2037,Newtown,-11.839271
1788,Lou,-11.839271
7473,patronize,-11.839271
9049,surpass,-11.839271
528,Bathrooms,-11.839271
898,Creamy,-11.839271
551,Bella,-11.839271
7052,murals,-11.839271
7044,muffuletta,-11.839271
1831,Madison,-11.839271
1832,Mae,-11.839271
1872,Martini,-11.839271
1881,Matthew,-11.839271
1946,Mixed,-11.839271
6225,improvements,-11.839271
2188,Panda,-11.839271
7355,overhead,-11.839271
1420,Hand,-11.839271
1641,Juice,-11.839271
134,27,-11.839271
8905,stoke,-11.839271
9278,thread,-11.839271
1446,Heights,-11.839271
1107,Enchiladas,-11.839271
5966,hardware,-11.839271
367,Almond,-11.839271
1465,Hills,-11.839271
9721,visible,-11.839271
2419,Robin,-11.839271
1480,Honest,-11.839271
1520,ID,-11.839271
366,Allen,-11.839271
6636,linens,-11.839271
6012,hectic,-11.839271
6412,jasmine,-11.839271
6638,linguine,-11.839271
6642,lips,-11.839271
793,Chill,-11.839271
2321,Puerto,-11.839271
1595,Jane,-11.839271
1615,Jesse,-11.839271
7206,oak,-11.839271
9543,unfortunate,-11.839271
2250,Pi,-11.839271
906,Crust,-11.839271
7175,northern,-11.839271
4440,concierge,-11.839271
5606,foreign,-11.839271
8740,sore,-11.839271
2776,Team,-11.839271
8769,spark,-11.839271
3649,barbacoa,-11.839271
3892,breakfast/brunch,-11.839271
4834,deposit,-11.839271
8021,refine,-11.839271
2781,Temple,-11.839271
5068,drive-thru,-11.839271
5531,fixe,-11.839271
3663,barrier,-11.839271
7911,quit,-11.839271
4338,coin,-11.839271
5567,flounder,-11.839271
4178,chatty,-11.839271
7835,properties,-11.839271
4720,dangerous,-11.839271
3635,balloon,-11.839271
4176,chase,-11.839271
3048,Wayne,-11.839271
4635,critical,-11.839271
3443,appetizing,-11.839271
7677,pond,-11.839271
7790,privacy,-11.839271
3186,abundant,-11.839271
7728,pralines,-11.839271
7727,praline,-11.839271
3200,accommodations,-11.839271
2804,Theater,-11.839271
4044,calzones,-11.839271
8568,sincere,-11.839271
5163,electrical,-11.839271
4793,definition,-11.839271
4923,disagree,-11.839271
5810,gorgonzola,-11.839271
4779,deer,-11.839271
5424,fancier,-11.839271
2756,Tahoe,-11.839271
3623,bahn,-11.839271
3019,Waiter,-11.839271
4939,discourage,-11.839271
5677,fryer,-11.839271
7825,promotion,-11.839271
4002,buttercream,-11.839271
4747,debris,-11.839271
2770,Tasted,-11.839271
7658,poboys,-11.839271
3329,ala,-11.839271
5264,essential,-11.839271
5105,dye,-11.839271
3280,aesthetically,-11.839271
6279,infamous,-11.880093
2902,Tyler,-11.880093
631,Bridge,-11.880093
4753,deceive,-11.880093
9039,supreme,-11.880093
2877,Tree,-11.880093
5433,fascinate,-11.880093
6820,masterpiece,-11.880093
9427,tri,-11.880093
8571,singer,-11.880093
503,Bahn,-11.880093
1756,Lime,-11.880093
5944,handicap,-11.880093
1060,EAT,-11.880093
2047,Noble,-11.880093
9525,understaffed,-11.880093
7213,obnoxious,-11.880093
5260,esp,-11.880093
607,Bought,-11.880093
2054,Nope,-11.880093
6767,mama,-11.880093
5969,harsh,-11.880093
6509,laid-back,-11.880093
7884,quail,-11.880093
1684,Knowledgeable,-11.880093
4425,comprehensive,-11.880093
2973,Vietnam,-11.880093
4030,café,-11.880093
5269,estate,-11.880093
8320,sanitizer,-11.880093
4832,dependable,-11.880093
3761,bicycle,-11.880093
317,ANY,-11.880093
4672,curb,-11.880093
9782,warrant,-11.880093
5046,dragon,-11.880093
2272,Pleasant,-11.880093
7025,mound,-11.880093
7024,motorcycle,-11.880093
1239,Fork,-11.880093
335,Above,-11.880093
9166,technically,-11.880093
2131,Oregon,-11.880093
9560,university,-11.880093
519,Barrel,-11.880093
7561,photographer,-11.880093
358,Airport,-11.880093
1318,Girl,-11.880093
1460,Hibachi,-11.880093
6008,heavier,-11.880093
1228,Flying,-11.880093
8246,roughly,-11.880093
8717,someplace,-11.880093
8257,rubbery,-11.880093
929,DIE,-11.880093
271,85,-11.880093
3471,arch,-11.880093
6722,lunch/dinner,-11.880093
3498,artisan,-11.880093
2395,Ribeye,-11.880093
2389,Restaurants,-11.880093
6924,mildly,-11.880093
982,Denny,-11.880093
1223,Flavor,-11.880093
1029,Doug,-11.880093
560,Berry,-11.880093
289,95,-11.880093
2366,Read,-11.880093
7560,photograph,-11.880093
2987,Voodoo,-11.880093
3097,Winter,-11.880093
7201,nutella,-11.880093
7893,que,-11.880093
998,Dim,-11.880093
8288,saffron,-11.880093
7874,purely,-11.880093
9948,x-ray,-11.880093
2184,Pan,-11.880093
3596,awesomeness,-11.880093
414,Appetizer,-11.880093
4510,contractors,-11.880093
2655,Starting,-11.880093
1936,Mimosas,-11.880093
77,18th,-11.880093
1085,Eats,-11.880093
682,CAN,-11.880093
1608,Jefferson,-11.880093
5565,floral,-11.880093
2645,Stadium,-11.880093
2621,Spain,-11.880093
3295,afterward,-11.880093
1944,Mississippi,-11.880093
2790,Terrific,-11.880093
9933,worthwhile,-11.880093
3523,assessment,-11.880093
2684,Strip,-11.880093
7149,nine,-11.880093
2687,Stuffed,-11.880093
8368,schnitzel,-11.880093
6974,mode,-11.880093
8611,sleek,-11.880093
1419,Han,-11.880093
1418,Hampton,-11.880093
8370,science,-11.880093
2719,Szechuan,-11.880093
17,1.50,-11.880093
7933,raisins,-11.880093
1589,Jake,-11.880093
6257,indecisive,-11.880093
2688,Stumbled,-11.880093
7165,nonsense,-11.880093
7641,plethora,-11.880093
7178,nostalgic,-11.880093
2768,Tarpon,-11.880093
1925,Midtown,-11.880093
737,Carlos,-11.880093
905,Crown,-11.880093
7156,nom,-11.880093
9973,yo,-11.880093
1784,Lord,-11.880093
92,2.5,-11.880093
885,Course,-11.880093
6989,mold,-11.880093
4928,disaster,-11.880093
1429,Harvest,-11.880093
1947,Mmmm,-11.880093
5093,dump,-11.880093
3256,adjustments,-11.880093
5137,edible,-11.880093
9520,und,-11.880093
6593,lend,-11.880093
2522,Seasons,-11.880093
2229,Perfection,-11.880093
8873,stave,-11.880093
4572,courtesy,-11.880093
643,Brothers,-11.880093
2512,Save,-11.880093
5008,domestic,-11.880093
6881,memorabilia,-11.880093
2232,Period,-11.880093
4074,carb,-11.880093
3877,brag,-11.880093
9011,suitable,-11.880093
5635,frankly,-11.880093
1448,Hello,-11.880093
2162,PBR,-11.880093
1137,Exactly,-11.880093
8555,silky,-11.880093
4123,cautious,-11.880093
914,Currently,-11.880093
997,Different,-11.880093
877,Corner,-11.880093
8455,severe,-11.880093
7923,radio,-11.880093
7963,re,-11.880093
5893,guava,-11.880093
8254,rowdy,-11.880093
5897,guidance,-11.880093
3659,bark,-11.880093
1961,Monon,-11.880093
1447,Hell,-11.880093
6986,mojitos,-11.880093
3265,adorn,-11.880093
2129,Ordering,-11.880093
1444,Heaven,-11.922652
4433,concentrate,-11.922652
9741,vouch,-11.922652
5356,experiment,-11.922652
2145,Outback,-11.922652
6117,hotdogs,-11.922652
510,Band,-11.922652
6679,logo,-11.922652
907,Crystal,-11.922652
3631,balayage,-11.922652
5596,foodies,-11.922652
9325,toasty,-11.922652
5147,efficiency,-11.922652
3896,breathtaking,-11.922652
6189,ie,-11.922652
5140,education,-11.922652
6697,louder,-11.922652
5242,epic,-11.922652
3261,admittedly,-11.922652
1974,Mountain,-11.922652
6206,immensely,-11.922652
8377,scotch,-11.922652
8558,silverware,-11.922652
961,Days,-11.922652
9083,swordfish,-11.922652
7300,oral,-11.922652
1945,Missouri,-11.922652
6485,knees,-11.922652
693,CLEAN,-11.922652
1409,Ha,-11.922652
1416,Ham,-11.922652
5162,electric,-11.922652
1910,Mercedes,-11.922652
3246,additions,-11.922652
4447,condiment,-11.922652
5259,escort,-11.922652
9032,supplement,-11.922652
8083,remoulade,-11.922652
6300,injury,-11.922652
5529,five-star,-11.922652
7709,posters,-11.922652
6135,https,-11.922652
4213,chickpeas,-11.922652
8352,scampi,-11.922652
574,Biscuit,-11.922652
7794,prize,-11.922652
5616,formal,-11.922652
635,British,-11.922652
5375,extensions,-11.922652
9566,unload,-11.922652
8116,representative,-11.922652
1347,Grace,-11.922652
1835,Magic,-11.922652
5134,ecstatic,-11.922652
1839,Maine,-11.922652
6971,mobile,-11.922652
8530,showroom,-11.922652
5640,freakin,-11.922652
2298,Potatoes,-11.922652
434,Asia,-11.922652
6434,judgement,-11.922652
5281,etouffee,-11.922652
5909,gut,-11.922652
864,Connie,-11.922652
7970,readily,-11.922652
4076,carbs,-11.922652
9196,tenant,-11.922652
7116,neon,-11.922652
1074,EXTREMELY,-11.922652
1654,Kale,-11.922652
4162,channel,-11.922652
2870,Traditional,-11.922652
9897,wit,-11.922652
2874,Travis,-11.922652
7605,pitchers,-11.922652
4909,dingy,-11.922652
1504,Hub,-11.922652
4902,dimly,-11.922652
8890,sterile,-11.922652
5489,fifth,-11.922652
7997,recline,-11.922652
4048,camper,-11.922652
854,Comfortable,-11.922652
197,4:30,-11.922652
1188,Fashioned,-11.922652
7356,overhear,-11.922652
2906,U.S,-11.922652
853,Comfort,-11.922652
4894,digital,-11.922652
5022,dose,-11.922652
1685,Kobe,-11.922652
1150,Eye,-11.922652
3553,attest,-11.922652
4946,disease,-11.922652
7325,outcome,-11.922652
3626,baker,-11.922652
8435,separately,-11.922652
2745,TRY,-11.922652
1115,Enter,-11.922652
8775,speakeasy,-11.922652
6415,jealous,-11.922652
5229,entice,-11.922652
1556,Indoor,-11.922652
31,1000,-11.922652
42,11:30,-11.922652
4126,caviar,-11.922652
1123,Espresso,-11.922652
9956,yay,-11.922652
2659,Stay,-11.922652
8223,role,-11.922652
4295,clip,-11.922652
1612,Jeremy,-11.922652
9947,x,-11.922652
2620,Spaghetti,-11.922652
86,1pm,-11.922652
1136,Everytime,-11.922652
6607,letter,-11.922652
7962,razor,-11.922652
7372,owe,-11.922652
2593,Social,-11.922652
2793,Tex-Mex,-11.922652
8448,set-up,-11.922652
2578,Sitting,-11.922652
2812,Thin,-11.922652
1201,Fest,-11.922652
3513,asleep,-11.922652
1046,Dry,-11.922652
8701,softer,-11.922652
1715,Labor,-11.922652
321,ARE,-11.922652
2343,RECOMMEND,-11.922652
333,Abita,-11.922652
7023,motor,-11.922652
244,6th,-11.922652
2285,Pop,-11.922652
6040,high-quality,-11.922652
6332,instruction,-11.922652
4771,dedication,-11.922652
9155,taxi,-11.922652
1009,Disney,-11.922652
6794,margherita,-11.922652
9349,tonkatsu,-11.922652
5071,driveway,-11.922652
1002,Dip,-11.922652
3970,bumper,-11.922652
4726,dash,-11.922652
2217,Peg,-11.922652
2216,Pecan,-11.922652
2213,Peach,-11.922652
1300,Gave,-11.922652
4717,dancers,-11.922652
6342,integrity,-11.922652
6036,hiccup,-11.922652
6836,mayonnaise,-11.922652
4024,cactus,-11.922652
3500,artistic,-11.922652
1483,Hong,-11.922652
9175,teenage,-11.922652
1045,Drunken,-11.922652
7046,mule,-11.922652
5036,download,-11.922652
8488,sheer,-11.922652
8713,somebody,-11.922652
1797,Low,-11.967104
5549,flavourful,-11.967104
4476,consideration,-11.967104
8514,shoppers,-11.967104
6817,masseuse,-11.967104
3464,approximately,-11.967104
9129,tang,-11.967104
9461,tunnel,-11.967104
3848,border,-11.967104
6734,macarons,-11.967104
4297,clog,-11.967104
1450,Helpful,-11.967104
1439,Head,-11.967104
9142,tarts,-11.967104
7331,outgo,-11.967104
9557,uniquely,-11.967104
9104,tacky,-11.967104
3456,apprehensive,-11.967104
6466,kiddos,-11.967104
9103,tackle,-11.967104
3386,anchovies,-11.967104
1769,Lo,-11.967104
1778,London,-11.967104
9213,texted,-11.967104
766,Chapel,-11.967104
848,Columbia,-11.967104
6440,jukebox,-11.967104
7329,outer,-11.967104
820,Clam,-11.967104
1513,Hut,-11.967104
6824,material,-11.967104
5544,flatbreads,-11.967104
8241,roti,-11.967104
1655,Kansas,-11.967104
3526,assign,-11.967104
1442,Heard,-11.967104
1858,Marcus,-11.967104
6814,mason,-11.967104
7851,providers,-11.967104
3496,article,-11.967104
4422,components,-11.967104
9572,unpleasant,-11.967104
1905,Melt,-11.967104
5474,fest,-11.967104
1622,Job,-11.967104
827,Clearly,-11.967104
1668,Kenner,-11.967104
3726,behold,-11.967104
3661,barn,-11.967104
8463,shabby,-11.967104
1844,Making,-11.967104
1874,Maryland,-11.967104
1731,Later,-11.967104
752,Cat,-11.967104
1679,Kinda,-11.967104
6422,jet,-11.967104
7465,paths,-11.967104
9135,tapioca,-11.967104
6799,marinade,-11.967104
2215,Pearl,-11.967104
949,Dana,-11.967104
1186,Farmers,-11.967104
7060,musical,-11.967104
258,7:30,-11.967104
6566,league,-11.967104
5722,garbage,-11.967104
1058,Dynasty,-11.967104
2907,UCSB,-11.967104
1180,Famous,-11.967104
3090,Willie,-11.967104
5953,hanker,-11.967104
8896,stiff,-11.967104
4896,digress,-11.967104
8893,sticker,-11.967104
9875,willingness,-11.967104
9423,tremendously,-11.967104
9812,wee,-11.967104
8317,sanitary,-11.967104
8010,redeem,-11.967104
2386,Resort,-11.967104
6662,loan,-11.967104
9363,tostada,-11.967104
2359,Raspberry,-11.967104
8321,sans,-11.967104
6022,hem,-11.967104
2316,Prussia,-11.967104
338,Acai,-11.967104
8051,relative,-11.967104
2282,Pool,-11.967104
2270,Platter,-11.967104
3995,bust,-11.967104
2259,Pineapple,-11.967104
3039,Wash,-11.967104
4059,cannolis,-11.967104
6587,leisurely,-11.967104
2859,Topped,-11.967104
7630,players,-11.967104
7649,plump,-11.967104
5,'n,-11.967104
1099,Elvis,-11.967104
1098,Elizabeth,-11.967104
4988,diversity,-11.967104
5829,grandfather,-11.967104
8803,spike,-11.967104
4124,cave,-11.967104
2694,Subway,-11.967104
4136,celiac,-11.967104
7145,nightly,-11.967104
9400,translate,-11.967104
7185,noticeable,-11.967104
4088,carnivore,-11.967104
8824,spouse,-11.967104
7114,neighborhoods,-11.967104
2637,Spot,-11.967104
2608,Sooo,-11.967104
2791,Terry,-11.967104
2594,Society,-11.967104
107,2010,-11.967104
4081,career,-11.967104
118,2021,-11.967104
7123,network,-11.967104
1077,Earth,-11.967104
8852,stall,-11.967104
2825,Thumbs,-11.967104
8757,souvenirs,-11.967104
4945,discussion,-11.967104
2549,Shack,-11.967104
382,Ambience,-11.967104
2135,Originally,-11.967104
589,Bo,-11.967104
3166,Zone,-11.967104
3133,YOUR,-11.967104
8605,slab,-11.967104
9019,sundaes,-11.967104
3227,acrylic,-11.967104
8346,scallions,-11.967104
987,Derek,-11.967104
2103,Ohio,-11.967104
6133,hrs,-11.967104
7721,powerful,-11.967104
3914,brim,-11.967104
3906,bridesmaids,-11.967104
8081,remote,-11.967104
2087,OUT,-11.967104
7846,protocols,-11.967104
1986,Mule,-11.967104
4563,countries,-11.967104
6906,metro,-11.967104
7715,potstickers,-11.967104
9313,tin,-11.967104
597,Bomb,-11.967104
5607,foremost,-11.967104
1349,Grandma,-11.967104
7566,physically,-11.967104
1321,Given,-11.967104
4521,converse,-11.967104
1293,Garage,-11.967104
4242,chopsticks,-11.967104
4743,dear,-11.967104
3866,bow,-11.967104
7290,opportunities,-11.967104
